م,الصنف,كمية,رويال الكيم / سنتر اللوتس التجاري,سعر التكلفة,رويال الكيم اونلاين,سعر1 كارت,رويال توزيع / عربيه,سعر2 كارت,ريال الكيم / اداره مخازن,سعر3 كارت,ROYAL ELCHIM . HURGADA,سعر4 كارت,ROYAL ELCHIM MARWA,تاريخ اخر حركة,الفرق,بيع,شراء,مرتجع بيع,مرتجع شراء,صادر,وارد,تالف,تسوية,قيمة بيع,قيمة شراء,قيمة مرتجع بيع,قيمة مرتجع شراء,قيمة تالف,الباركود,الوصف,حجز,غير مؤكد,ج تكلفة,نوع الصنف,اسم الصنف,الوصف 4,الوصف 5,ترتيب القائمة,سعر1 %,إجمالي الكمية,حد الطلب رويال الكيم / سنتر اللوتس التجاري,التصنيف الرئيسي,اسم القائمة,نواقص رويال الكيم / سنتر اللوتس التجاري,اخر تسوية رويال الكيم / سنتر اللوتس التجاري,صورة الصنف,اخر سعر شراء,سعر عرض,تاريخ النواقص,خصم بيع,خصم شراء,سعر1 = رويال الكيم / سنتر اللوتس التجاري,سعر2 = رويال الكيم / سنتر اللوتس التجاري,سعر3 = رويال الكيم / سنتر اللوتس التجاري,سعر4 = رويال الكيم / سنتر اللوتس التجاري,مطلوب حد الطلب,تاريخ اخر بيع,أونلاين,كمية أونلاين,تاريخ خصم أونلاين,سعر أونلاين,#هاشتاج,كلمات البحث,مورد اخر,ملاحظات,أول تاريخ,اخر تاريخ,تحت الطلب,نسبة الخصم**,اخر سعر تكلفة,تاريخ اخر شراء,*اسم الصنف Online,سعر تكلفة مخصص,إيقاف الإدراج,قيمة سعر1,قيمة سعر2,قيمة سعر3,قيمة سعر4,عدد الصور
1439,MAKE-UP مثبت مكياج كيس بيوتي 224103,0,0,80٫84,0,150,0,130,0,110,0,90,0,2024/05/21,,,,,,,,,,,,,,,6903072377992,,0,,0,MAKE-UP,مثبت مكياج كيس بيوتي 224103,,,,85٫56,0,0,,1,نواقص,99999,,80,,2024/05/21,,,,,,,,2024/05/21,,-1,,,,,JO /النزهه الجديده,,,,0,46٫11,80٫84,2021/09/11,,80٫84,لا,150,130,110,90,0
1440,MAKE-UP مثبت مكياج كيس بيوتي 224103 موف,0,0,80٫84,0,140,0,125,0,110,0,90,0,2024/05/01,,,,,,,,,,,,,,,6903072378371,,0,,0,MAKE-UP,مثبت مكياج كيس بيوتي 224103 موف,,,,73٫19,0,0,,1,نواقص,99999,,80,,2024/05/01,,,,,,,,2024/05/01,,-1,,,,,JO /النزهه الجديده,,,,0,42٫26,80٫84,2021/09/11,,80٫84,لا,140,125,110,90,0
1441,MAKE-UP مزيل ميكب ايسنس,0,0,15٫1,0,30,0,25,0,20,0,17٫5,0,2024/01/12,,,,,,,,,,,,,,,1451983025976,,0,,0,MAKE-UP,مزيل ميكب ايسنس,,,,98٫61,0,0,,1,نواقص,99999,,15,,2023/04/06,,,,,,,,2023/04/05,,-1,,,,,رويال/ادره المخازن,,,,0,49٫65,15,2022/02/14,,15٫1,لا,30,25,20,17٫5,0
1442,MAKE-UP مزيل ومثبت مكياج ماركات,0,0,20٫19,0,45,0,35,0,30,0,25,0,2024/01/12,,,,,,,,,,,,,,,038047,,0,,0,MAKE-UP,مزيل ومثبت مكياج ماركات,,,,122٫9,0,0,,1,نواقص,99999,,20,,2023/01/23,,,,,,,,2023/01/21,,-1,,,,,رويال/ادره المخازن,,,,0,55٫14,20,2022/02/14,,20٫19,لا,45,35,30,25,0
1443,MAKE-UP مسكره بريتي وومن,0,0,58,0,80,0,75,0,70,0,65,0,2026/03/20,,,,,,,,,,,,,,,6986548536260,,0,,0,MAKE-UP,مسكره بريتي وومن,,,,37٫93,0,0,,1,نواقص,99999,,58,,2025/02/03,,,,,,,,2024/08/29,,-1,,,,,ميخائيل نجع حمادي,,,,0,27٫5,58,2024/08/15,,58,لا,80,75,70,65,0
1444,MAKE-UP مسكره حواجب Fashion Brow,0,0,13٫75,0,25,0,20,0,18,0,16,0,2024/01/12,,,,,,,,,,,,,,,038184,,0,,0,MAKE-UP,مسكره حواجب Fashion Brow,,,,81٫82,0,0,,1,نواقص,99999,,13٫75,,2023/10/12,,,,,,,,2023/07/15,,-1,,,,,ميخائيل نجع حمادي,,,,0,45,13٫75,2023/03/06,,13٫75,لا,25,20,18,16,0
1445,MAKE-UP مسكره دياموند بيوتي,0,0,42,0,80,0,70,0,60,0,55,0,2025/04/03,,,,,,,,,,,,,,,6971108357287,,0,,0,MAKE-UP,مسكره دياموند بيوتي,,,,90٫48,0,0,,1,نواقص,99999,,42,,2024/09/04,,,,,,,,2025/04/03,,-1,,,,,ميخائيل نجع حمادي,,,,0,47٫5,42,2024/07/09,,42,لا,80,70,60,55,0
1446,MAKE-UP مسكره شمواه BEAUTY MODEL على ستاند,0,0,11٫25,0,20,0,18,0,15,0,12٫5,0,2024/04/20,,,,,,,,,,,,,,,6971846336131,على ستاند,0,,0,MAKE-UP,مسكره شمواه BEAUTY MODEL,,,,77٫78,0,0,,1,نواقص,99999,,11٫25,,2022/06/16,,,,,,,,2022/01/24,,-1,,,,,العروسه,,,,0,43٫75,11٫25,2021/09/02,,11٫25,لا,20,18,15,12٫5,0
1447,MAKE-UP مسكره فلومار,1,0,35,0,70,0,65,1,60,0,55,0,2024/08/07,,,,,,,,,,,,,,,038262,,0,,35,MAKE-UP,مسكره فلومار,,,,100,1,0,,1,نواقص,99999,,35,,2024/08/07,,,,,,,,2024/08/07,,-1,,,,,ميخائيل نجع حمادي,,,,0,50,35,2024/07/09,,35,لا,70,65,60,55,0
1448,MAKE-UP مسكره كلاسيك 9342 SUPREME,0,0,26٫27,0,45,0,40,0,35,0,30,0,2022/10/07,,,,,,,,,,,,,,,6934710093424,,0,,0,MAKE-UP,مسكره كلاسيك 9342 SUPREME,,,,71٫28,0,0,,1,نواقص,99999,,26,,2022/10/07,,,,,,,,2022/10/07,,-1,,,,,JO /النزهه الجديده,,,,0,41٫62,26٫27,2021/09/11,,26٫27,لا,45,40,35,30,0
1449,MAKE-UP مسكرة لوكس,0,0,46,0,75,0,70,0,65,0,60,0,2026/03/20,,,,,,,,,,,,,,,038258,,0,,0,MAKE-UP,مسكرة لوكس,,,,63٫04,0,0,,1,نواقص,99999,,46,,2025/02/03,,,,,,,,2024/07/05,,-1,,,,,ميخائيل نجع حمادي,,,,0,38٫67,46,2024/06/25,,46,لا,75,70,65,60,0
1450,MAKE-UP مسكره نارس,0,0,20٫21,0,40,0,35,0,30,0,25,0,2022/02/06,,,,,,,,,,,,,,,6924123466335,,0,,0,MAKE-UP,مسكره نارس,,,,97٫93,0,0,,1,نواقص,99999,,20,,2021/12/07,,,,,,,,2022/02/06,,-1,,,,,JO /النزهه الجديده,,,,0,49٫48,20٫21,2021/09/11,,20٫21,لا,40,35,30,25,0
1451,MAKE-UP مسكره نارس 7018,0,0,20٫21,0,40,0,35,0,30,0,25,0,2024/04/20,,,,,,,,,,,,,,,607845070184,7018,0,,0,MAKE-UP,مسكره نارس,,,,97٫93,0,0,,1,نواقص,99999,,20,,2022/06/16,,,,,,,,2022/02/04,,-1,,,,,JO /النزهه الجديده,,,,0,49٫48,20٫21,2021/09/11,,20٫21,لا,40,35,30,25,0
1452,MAKE-UP مصحح حواجب Ruby Rose,22,6,25٫48,0,55,0,50,7,45,4,40,5,2026/06/09,,,,,,,,,,,,,,,6972858362866   6223017990025,Ruby Rose,0,,560٫5182,MAKE-UP,مصحح حواجب,,,,115٫87,22,0,,1,---,99999,,32,,2025/02/03,,,,,,,,2026/06/09,,-1,,,,,ميخائيل نجع حمادي,,,,0,53٫68,32,2026/06/09,,25٫48,لا,55,50,45,40,0
1453,MAKE-UP مصحح حواجب بودر M.N,4,1,41٫44,0,65,0,60,2,55,0,50,1,2026/05/15,,,,,,,,,,,,,,,6923859252830,M.N,0,,165٫7744,MAKE-UP,مصحح حواجب بودر,,,,56٫84,4,0,,1,---,99999,,41٫25,,2026/02/26,,,,,,,,2026/03/27,,-1,,,,,Mahmoud Kilani,,,,0,36٫24,41٫25,2025/06/03,,41٫44,لا,65,60,55,50,0
1454,MAKE-UP مصحح حواجب بودر M.N ثنائي,0,0,42,0,60,0,55,0,50,0,45,0,2025/05/01,,,,,,,,,,,,,,,038136   6923859200107,M.N,0,,0,MAKE-UP,مصحح حواجب بودر,ثنائي,,,42٫86,0,0,,1,نواقص,99999,,42,,2025/05/01,,,,,,,,2025/05/01,,-1,,,,,محمد حافظ / مايت سينما,,,,0,30,42,2024/10/26,,42,لا,60,55,50,45,0
1455,MAKE-UP ملمع سحري كريت 70671,16,0,34٫79,0,60,0,55,0,50,0,45,16,2026/05/15,,,,,,,,,,,,,,,038270,70671,0,,556٫6672,MAKE-UP,ملمع سحري كريت,,,,72٫45,16,0,,1,---,99999,,34٫79,,,,,,,,,,,,-1,,,,,Mahmoud Kilani,,,,0,42٫01,34٫79,2024/10/22,,34٫79,لا,60,55,50,45,0
1456,MAKE-UP ملمع شفاه Enzo,0,0,14٫17,0,30,0,25,0,22,0,20,0,2024/01/12,,,,,,,,,,,,,,,038192,Enzo,0,,0,MAKE-UP,ملمع شفاه,,,,111٫76,0,0,,1,نواقص,99999,,14٫17,,2023/10/12,,,,,,,,2023/08/13,,-1,,,,,ميخائيل نجع حمادي,,,,0,52٫78,14٫17,2023/03/07,,14٫17,لا,30,25,22,20,0
1457,MAKE-UP ملمع شمعه برونزيه,2,0,32٫5,0,50,0,45,0,40,2,38,0,2026/05/15,,,,,,,,,,,,,,,038142,,0,,65,MAKE-UP,ملمع شمعه برونزيه,,,,53٫85,2,0,,1,نواقص,99999,,32٫5,,2024/11/23,,,,,,,,2024/11/23,,-1,,,,,ميخائيل نجع حمادي,,,,0,35,32٫5,2024/01/02,,32٫5,لا,50,45,40,38,0
1458,MAKE-UP مناديل اسيتون,3,1,16٫67,0,35,0,30,0,25,0,20,2,2026/04/03,,,,,,,,,,,,,,,038305,,0,,50٫0001,MAKE-UP,مناديل اسيتون,,,,110,3,0,,1,---,99999,,16٫67,,,,,,,,,,2026/04/03,,-1,,,,,ميخائيل نجع حمادي,,,,0,52٫38,16٫67,2025/12/30,,16٫67,لا,35,30,25,20,0
1459,MAKE-UP مورد سينمائي,1,0,65,0,100,0,95,0,85,0,75,1,2026/03/18,,,,,,,,,,,,,,,6975788152941,,0,,65,MAKE-UP,مورد سينمائي,,,,53٫85,1,0,,1,نواقص,99999,,65,,2026/03/18,,,,,,,,2026/03/18,,-1,,,,,ميخائيل نجع حمادي,,,,0,35,65,2025/11/18,,65,لا,100,95,85,75,0
1460,MAKE-UP 6971354475636,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,038257,,0,,0,MAKE-UP,6971354475636,,,,,0,0,,1,---,99999,,0,,,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,,,,,0
739,إجمالي -   MAKE-UP,2533,534,58138٫12,0,107449,166,97170,509,87463,719,77440,605,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,58140٫31,,,,,,107449,2533,,,,,,,59697٫87,,,,,0,0,0,0,0,,,,,,,,,,,,,,59921٫04,,,58138٫12,,107449,97170,87463,77440,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mam76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mam76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Mam76 Filler Botox,1٫8,0,600,0,1250,0,1100,1٫5,1000,0,850,0٫3,2025/01/26,,,,,,,,,,,,,,,094004,Botox,0,,1080,Mam76,Filler,,,,108٫33,1٫8,0,,1,نواقص,99999,,650,,2023/11/27,,,,,,,,2023/11/27,,-1,,,,,عزت Omay,,,,0,52,650,2023/11/27,,600,لا,1250,1100,1000,850,0
1462,Mam76 Filler Gold Caviar,1٫737,0,1200,0,1800,1٫5,1650,0٫237,1500,0,1350,0,2025/12/23,,,,,,,,,,,,,,,094006,Gold Caviar,0,,2084٫4,Mam76,Filler,,,,50,1٫737,0,,1,نواقص,99999,,1200,,2025/12/23,,,,,,,,2025/04/17,,-1,,,,,عزت Omay,,,,0,33٫33,1200,2024/08/07,,1200,لا,1800,1650,1500,1350,0
1463,Mam76 Filler Emolsion 60 Ml,2,0,150,0,275,2,235,0,200,0,185,0,2025/02/03,,,,,,,,,,,,,,,6224008112365,60 Ml,0,,300,Mam76,Filler Emolsion,,,,83٫33,2,0,,1,نواقص,99999,,150,,2025/02/03,,,,,,,,,,-1,,,,,عزت Omay,,,,0,45٫45,150,2024/02/10,,150,لا,275,235,200,185,0
1464,Mam76 Nano Botox 125 Ml,9,6,187٫5,0,300,0,275,0,240,0,210,3,2026/01/09,,,,,,,,,,,,,,,094003,125 Ml,0,,1687٫5,Mam76,Nano Botox,,,,60,9,0,,1,---,99999,,193٫75,,2025/12/23,,,,,,,,2025/10/07,,-1,,,,,عزت Omay,,,,0,37٫5,193٫75,2024/08/07,,187٫5,لا,300,275,240,210,0
1465,Mam76 ORGANIC THERAPY 1000 ML,0٫115,0,1300,0,2750,0,2500,0٫01,2250,0٫105,2000,0,2026/04/06,,,,,,,,,,,,,,,7899357410012,1000 ML,0,,149٫5,Mam76,ORGANIC THERAPY,,,,111٫54,0٫115,0,,1,نواقص,99999,,1300,,2023/10/12,,,,,,,,2026/04/06,,-1,,,,,عزت Omay,,,,0,52٫73,1300,2023/09/04,,1300,لا,2750,2500,2250,2000,0
1466,Mam76 Protein Herbal 125 Ml,1,0,162٫5,0,300,1,250,0,225,0,200,0,2026/05/18,,,,,,,,,,,,,,,6224008112990,125 Ml,0,,162٫5,Mam76,Protein Herbal,,,,84٫62,1,0,,1,نواقص,99999,,162٫5,,2025/02/03,,,,,,,,2024/07/23,,-1,,,,,عزت Omay,,,,0,45٫83,162٫5,2023/08/01,,162٫5,لا,300,250,225,200,0
1467,Mam76 Protein Herbal 500 Ml,1,0,650,0,1350,0,1250,0٫5,1125,0,1000,0٫5,2025/01/26,,,,,,,,,,,,,,,6224008112983,500 Ml,0,,650,Mam76,Protein Herbal,,,,107٫69,1,0,,1,نواقص,99999,,800,,2024/08/24,,,,,,,,2023/12/08,,-1,,,,,عزت Omay,,,,0,51٫85,800,2024/08/07,,650,لا,1350,1250,1125,1000,0
1468,Mam76 Protein Herbal 1000 Ml,0,0,1300,0,2500,0,2250,0,2000,0,1750,0,2024/01/14,,,,,,,,,,,,,,,6224008112976,1000 Ml,0,,0,Mam76,Protein Herbal,,,,92٫31,0,0,,1,نواقص,99999,,1300,,2023/10/12,,,,,,,,2024/01/14,,-1,,,,,عزت Omay,,,,0,48,1300,2023/08/01,,1300,لا,2500,2250,2000,1750,0
1469,Mam76 Red Plazma,1,0,1400,0,3000,1,2750,0,2500,0,2200,0,2025/02/03,,,,,,,,,,,,,,,094001,,0,,1400,Mam76,Red Plazma,,,,114٫29,1,0,,1,نواقص,99999,,1400,,2025/02/03,,,,,,,,,,-1,,,,,عزت Omay,,,,0,53٫33,1400,2023/08/01,,1400,لا,3000,2750,2500,2200,0
1470,Mam76 THERABY PLUS 1000 ML,0,0,0,0,2750,0,2500,0,2250,0,2000,0,2023/09/04,,,,,,,,,,,,,,,094002,1000 ML,0,,0,Mam76,THERABY PLUS,,,,,0,0,,1,---,99999,,1300,,,,,,,,,,,,-1,,,,,عزت Omay,,,,0,,1300,2023/09/04,,0,لا,2750,2500,2250,2000,0
1471,Mam76 مجموعه بروتين + شامبو ترميم,1,0,1750,0,3500,1,3000,0,2500,0,2250,0,2025/02/03,,,,,,,,,,,,,,,094005,,0,,1750,Mam76,مجموعه بروتين + شامبو ترميم,,,,100,1,0,,1,نواقص,99999,,1750,,2025/02/03,,,,,,,,,,-1,,,,,عزت Omay,,,,0,50,1750,2024/02/26,,1750,لا,3500,3000,2500,2250,0
11,إجمالي -   Mam76,18٫652,6,9263٫9,0,17092٫85,6٫5,15328٫55,2٫247,13574٫25,0٫105,12014٫95,3٫8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,9263٫9,,,,,,17092٫85,18٫65,,,,,,,9560٫15,,,,,0,0,0,0,0,,,,,,,,,,,,,,9560٫15,,,9263٫9,,17092٫85,15328٫55,13574٫25,12014٫95,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,MAS ROTEN MAS CAVIAR,0٫4,0,2050,0,4000,0,3750,0٫4,3500,0,3000,0,2025/12/23,,,,,,,,,,,,,,,090001,CAVIAR,0,,820,MAS,ROTEN MAS,,,,95٫12,0٫4,0,,1,نواقص,99999,,2000,,2025/12/23,,,,,,,,2024/02/16,,-1,,,,,شركه Mas,,,,0,48٫75,2050,2023/03/05,,2050,لا,4000,3750,3500,3000,0
1473,MAS مجموعه بروتين,2,1,512٫5,0,850,0,750,0,700,0,650,1,2026/05/18,,,,,,,,,,,,,,,090002,,0,,1025,MAS,مجموعه بروتين,,,,65٫85,2,0,,1,---,99999,,500,,2025/12/23,,,,,,,,,,-1,,,,,شركه Mas,,,,0,39٫71,512٫5,2023/03/05,,512٫5,لا,850,750,700,650,0
2,إجمالي -   MAS,2٫4,1,1845,0,3300,0,3000,0٫4,2800,0,2500,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1845,,,,,,3300,2٫4,,,,,,,1800,,,,,0,0,0,0,0,,,,,,,,,,,,,,1845,,,1845,,3300,3000,2800,2500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MEMWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEMWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,MEMWA 1212 SEXY,0,0,145,0,210,0,190,0,175,0,160,0,2023/12/25,,,,,,,,,,,,,,,7418138195186,,0,,0,MEMWA,1212 SEXY,,,,44٫83,0,0,,1,نواقص,99999,,145,,2023/12/25,,,,,,,,2023/12/25,,-1,,,,,مدحت ميكب,,,,0,30٫95,145,2023/09/09,,145,لا,210,190,175,160,0
1475,MEMWA BARABORA,0,0,145,0,210,0,190,0,175,0,160,0,2023/10/26,,,,,,,,,,,,,,,7418138200026,,0,,0,MEMWA,BARABORA,,,,44٫83,0,0,,1,نواقص,99999,,145,,2023/10/26,,,,,,,,2023/10/26,,-1,,,,,مدحت ميكب,,,,0,30٫95,145,2023/09/09,,145,لا,210,190,175,160,0
1476,MEMWA GABRIELLE CHE,0,0,145,0,210,0,190,0,175,0,160,0,2024/01/10,,,,,,,,,,,,,,,7418138196312,,0,,0,MEMWA,GABRIELLE CHE,,,,44٫83,0,0,,1,نواقص,99999,,145,,2024/01/10,,,,,,,,2024/01/10,,-1,,,,,مدحت ميكب,,,,0,30٫95,145,2023/09/09,,145,لا,210,190,175,160,0
1477,MEMWA GOOD LADY,0,0,145,0,210,0,190,0,175,0,160,0,2024/01/10,,,,,,,,,,,,,,,655498700958,,0,,0,MEMWA,GOOD LADY,,,,44٫83,0,0,,1,نواقص,99999,,145,,2024/01/10,,,,,,,,2024/01/10,,-1,,,,,مدحت ميكب,,,,0,30٫95,145,2023/09/09,,145,لا,210,190,175,160,0
1478,MEMWA LELE SABB,0,0,145,0,210,0,190,0,175,0,160,0,2023/11/02,,,,,,,,,,,,,,,7418138197920,,0,,0,MEMWA,LELE SABB,,,,44٫83,0,0,,1,نواقص,99999,,145,,2023/10/21,,,,,,,,2023/11/02,,-1,,,,,مدحت ميكب,,,,0,30٫95,145,2023/09/09,,145,لا,210,190,175,160,0
1479,MEMWA LILIAN,0,0,145,0,210,0,190,0,175,0,160,0,2023/12/11,,,,,,,,,,,,,,,7418138194646,,0,,0,MEMWA,LILIAN,,,,44٫83,0,0,,1,نواقص,99999,,145,,2023/09/09,,,,,,,,2023/12/11,,-1,,,,,مدحت ميكب,,,,0,30٫95,145,2023/09/09,,145,لا,210,190,175,160,0
1480,MEMWA PINK SUMMER SUGAR,1,0,145,0,210,0,190,1,175,0,160,0,2023/12/23,,,,,,,,,,,,,,,7418138199832,,0,,145,MEMWA,PINK SUMMER SUGAR,,,,44٫83,1,0,,1,نواقص,99999,,145,,2023/12/23,,,,,,,,2023/12/23,,-1,,,,,مدحت ميكب,,,,0,30٫95,145,2023/09/09,,145,لا,210,190,175,160,0
1481,MEMWA SE PASSION,0,0,145,0,210,0,190,0,175,0,160,0,2023/11/02,,,,,,,,,,,,,,,655498700941,,0,,0,MEMWA,SE PASSION,,,,44٫83,0,0,,1,نواقص,99999,,145,,2023/09/09,,,,,,,,2023/11/02,,-1,,,,,مدحت ميكب,,,,0,30٫95,145,2023/09/09,,145,لا,210,190,175,160,0
8,إجمالي -   MEMWA,1,0,145,0,210,0,190,1,175,0,160,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,145,,,,,,210,1,,,,,,,145,,,,,0,0,0,0,0,,,,,,,,,,,,,,145,,,145,,210,190,175,160,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Might cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,Might cinema Blysher stick 6008 106,19,5,46,0,80,0,75,0,70,0,60,14,2026/05/30,,,,,,,,,,,,,,,086021   6222045507908,6008,0,,874,Might cinema,Blysher stick,106,Spong,,73٫91,19,0,,1,---,99999,,46,,2025/12/23,,,,,,,,2026/05/30,,-1,,,,,محمد حافظ / مايت سينما,,,,0,42٫5,46,2025/12/15,,46,لا,80,75,70,60,0
1,إجمالي -   Might cinema,19,5,874,0,1520,0,1425,0,1330,0,1140,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,874,,,,,,1520,19,,,,,,,874,,,,,0,0,0,0,0,,,,,,,,,,,,,,874,,,874,,1520,1425,1330,1140,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Might Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,Might Cinema 2*1 كريم اساس خافي عيوب 1984 Spf 50,0,0,55٫86,0,90,0,80,0,70,0,65,0,2024/01/23,,,,,,,,,,,,,,,6222045502071,1984,0,,0,Might Cinema,2*1 كريم اساس خافي عيوب,Spf 50,,,61٫12,0,0,,1,نواقص,99999,,57,,2023/10/19,,,,,,,,2024/01/23,,-1,,,,,محمد حافظ / مايت سينما,,,,0,37٫93,57,2023/09/16,,55٫86,لا,90,80,70,65,0
1484,Might Cinema Blusher MODEL 1582,10,10,26,0,55,0,50,0,45,0,40,0,2026/05/23,,,,,,,,,,,,,,,6222045501296,MODEL 1582,0,,260,Might Cinema,Blusher,,,,111٫54,10,0,,1,---,99999,,26,,,,,,,,,,2026/05/23,,-1,,,,,محمد حافظ / مايت سينما,,,,0,52٫73,26,2026/01/31,,26,لا,55,50,45,40,0
1485,Might Cinema Blusher Magic Model 1993,5,0,42٫29,0,65,3,60,2,55,0,50,0,2025/02/23,,,,,,,,,,,,,,,6222045502828,Model 1993,0,,211٫4585,Might Cinema,Blusher Magic,,,,53٫69,5,0,,1,نواقص,99999,,42٫29,,2025/02/03,,,,,,,,2025/02/23,,-1,,,,,Might Cinema,,,,0,34٫94,42٫29,2023/12/28,,42٫29,لا,65,60,55,50,0
1486,Might Cinema Blushercream,0,0,80٫36,0,140,0,130,0,120,0,100,0,2023/12/05,,,,,,,,,,,,,,,6222045501289,,0,,0,Might Cinema,Blushercream,,,,74٫22,0,0,,1,نواقص,99999,,82,,2023/11/23,,,,,,,,2023/12/05,,-1,,,,,محمد حافظ / مايت سينما,,,,0,42٫6,82,2023/09/16,,80٫36,لا,140,130,120,100,0
1487,Might Cinema Body Lotion 1236 Model,0,0,138,0,200,0,180,0,170,0,160,0,2025/02/25,,,,,,,,,,,,,,,6222045502675,1236 Model,0,,0,Might Cinema,Body Lotion,,,,44٫93,0,0,,1,نواقص,99999,,138,,2025/02/25,,,,,,,,2025/02/25,,-1,,,,,محمد حافظ / مايت سينما,,,,0,31,138,2025/02/01,,138,لا,200,180,170,160,0
1488,Might Cinema Body Lotion 1239 Model,0,0,138,0,200,0,180,0,170,0,160,0,2025/06/15,,,,,,,,,,,,,,,6222045502569,1239 Model,0,,0,Might Cinema,Body Lotion,,,,44٫93,0,0,,1,نواقص,99999,,138,,2025/06/15,,,,,,,,2025/06/15,,-1,,,,,محمد حافظ / مايت سينما,,,,0,31,138,2025/02/01,,138,لا,200,180,170,160,0
1489,Might Cinema Carlla Rose Blusher 8 Colour,5,0,93٫8,0,175,0,160,0,150,3,140,2,2026/06/06,,,,,,,,,,,,,,,6224002276148,Blusher 8 Colour,0,,469,Might Cinema,Carlla Rose,,,,86٫57,5,0,,1,نواقص,99999,,88,,2026/06/08,,,,,,,,2026/06/06,,-1,,,,,Mahmoud Kilani,,,,0,46٫4,88,2026/03/31,,93٫8,لا,175,160,150,140,0
1490,Might Cinema Conceler Super Stay 1510,4,0,48٫25,0,75,3,70,0,65,0,60,1,2025/02/03,,,,,,,,,,,,,,,6222045502286,1510,0,,193٫008,Might Cinema,Conceler Super Stay,,,,55٫43,4,0,,1,نواقص,99999,,52,,2025/02/03,,,,,,,,2025/01/13,,-1,,,,,محمد حافظ / مايت سينما,,,,0,35٫66,52,2024/07/09,,48٫25,لا,75,70,65,60,0
1491,Might Cinema Contour Cream MODEL 1126,1,0,64,0,95,0,90,1,85,0,80,0,2024/11/07,,,,,,,,,,,,,,,086012,MODEL 1126,0,,64,Might Cinema,Contour Cream,,,,48٫44,1,0,,1,نواقص,99999,,64,,2024/11/07,,,,,,,,2024/11/02,,-1,,,,,محمد حافظ / مايت سينما,,,,0,32٫63,64,2024/10/19,,64,لا,95,90,85,80,0
1492,Might Cinema Contour Powder & Cream Model 1228,4,0,82٫5,0,120,4,110,0,100,0,95,0,2025/04/05,,,,,,,,,,,,,,,6222045501258,Model 1228,0,,330,Might Cinema,Contour Powder & Cream,,,,45٫45,4,0,,1,نواقص,99999,,82٫5,,2025/02/03,,,,,,,,2025/04/05,,-1,,,,,Might Cinema,,,,0,31٫25,82٫5,2023/12/28,,82٫5,لا,120,110,100,95,0
1493,Might Cinema Contour Powder & Cream Model 1338,12,6,108٫75,0,185,0,180,0,175,1,170,5,2026/06/03,,,,,,,,,,,,,,,6222045506284,Model 1338,0,,1305,Might Cinema,Contour Powder & Cream,,,,70٫11,12,0,MAKE-UP,1,---,99999,\us\134\pid\5302\f133985373585449321114.png,115,,2025/12/23,,,,,,,,2026/03/29,,3,,,#royalelchim ,"blusher,royalelchim",محمد حافظ / مايت سينما,,,,0,41٫22,115,2026/04/20,,108٫75,لا,185,180,175,170,1
1494,Might Cinema Dipliner Liquide 5069,0,0,32٫92,0,55,0,50,0,45,0,40,0,2026/05/18,,,,,,,,,,,,,,,086017,5069,0,,0,Might Cinema,Dipliner Liquide,,,,67٫09,0,0,,1,---,99999,,32٫92,,,,,,,,,,,,-1,,,,,Mahmoud Kilani,,,,0,40٫15,32٫92,2025/05/06,,32٫92,لا,55,50,45,40,0
